run,lumisection,evt,mu1pt,mu1eta,mu1phi,mu1en,mu2pt,mu2eta,mu2phi,mu2en,mu3pt,mu3eta,mu3phi,mu3en,chi2
283820,741,1307332551,10.7755,1.37413,1.97901,22.6541,9.46026,1.13152,1.90106,16.1912,5.45166,1.25333,2.05888,10.3247,711.745
283820,741,1308217083,14.6919,-0.536407,-1.8452,16.857,4.73639,-0.660743,-1.92541,5.80942,4.58197,-0.360048,-1.65663,4.88333,2991.59
283820,741,1308322274,17.555,-1.6214,-0.0687743,46.1505,4.92112,-1.73915,-0.168539,14.4394,4.5189,-1.45972,-0.00222139,10.2518,385.49
283820,741,1306906172,16.2345,1.80523,-3.02235,50.6988,10.0129,1.82143,-3.07786,31.7534,2.70747,1.6245,-3.00629,7.13885,1.32946
283820,741,1306918965,9.34989,-1.31041,-0.659117,18.5945,3.77587,-1.40373,-0.815005,8.14909,3.58358,-1.19213,-0.258342,6.44715,761.895
283820,741,1308245165,12.7511,-1.22727,-2.76254,23.6217,8.49788,-1.11602,-2.8677,14.3629,2.58484,-1.48068,-3.02946,5.97633,34.6782
283820,741,1308176323,12.3412,-1.33061,1.03119,24.9768,8.07588,-1.41666,0.918542,17.6293,4.72948,-1.96867,0.698926,17.2648,76.2444
283820,741,1307603017,6.44986,-1.27005,-0.539907,12.3902,4.48747,-1.4707,-0.366337,10.2814,3.21976,-1.42867,-0.642457,7.1048,44.7632
283820,741,1307474641,9.15846,-1.3035,-0.317939,18.1054,7.45083,-1.44427,-0.268166,16.6703,4.81027,-1.6512,-0.713499,13.0003,15.8574
283820,741,1307943541,5.76516,2.32476,-2.71739,29.7541,3.65226,1.79651,-2.64769,11.3123,3.15442,2.10154,-2.93021,13.0929,4.62318
283820,742,1308914653,14.6307,-2.30777,1.55364,74.2621,5.82274,-2.01034,1.59046,22.1261,3.30841,-2.07448,1.4436,13.3764,7.97979
283820,742,1310146108,11.9735,-0.946127,1.58854,17.7448,10.1186,-0.885304,1.71136,14.3502,9.60875,-0.930901,1.67594,14.082,13.2992
283820,742,1308899854,14.7954,-0.71529,1.04494,18.7449,6.90425,-0.612974,1.17655,8.24315,6.74546,-0.593123,1.07847,7.96787,18.0397
283820,742,1308602500,19.4245,-2.29207,-2.28874,97.088,12.9379,-2.23098,-3.05424,60.9142,5.93186,-2.16843,-2.92915,26.2751,9.51073
283820,742,1309693725,13.572,1.5569,-1.03295,33.6241,3.81857,1.35161,-1.03066,7.8717,3.21372,1.60026,-1.07302,8.28594,22.1274
283820,742,1310296801,11.2916,0.362174,1.98652,12.0408,8.27242,0.300384,1.87829,8.6491,4.45911,0.0878599,1.70666,4.47758,92.0878
283820,742,1308749841,8.33076,1.52866,-1.34965,20.1141,3.91041,1.69404,-1.37448,10.9989,3.86588,1.38567,-0.97991,8.21115,57.5647
283820,742,1308664382,8.5254,1.72828,-0.456259,24.7605,5.55627,1.87601,-0.56516,18.56,3.45799,1.77675,0.00935526,10.5125,41.037
283820,742,1309825469,5.2564,2.27032,1.13172,25.7191,3.04545,1.93283,1.0119,10.7415,2.48328,1.77968,0.535254,7.57059,46.6868
283820,742,1310000390,7.90177,-1.91334,-0.935283,27.3533,3.36129,-1.98418,-0.818359,12.455,3.21703,-1.92719,-0.892659,11.2854,2.54686
283820,743,1311281149,9.0961,2.16046,-2.07299,39.9794,3.55967,2.24429,-2.27291,16.9794,2.55257,2.16939,-2.03674,11.3176,1.75514
283820,743,1311801514,7.91995,1.02519,3.12733,12.4599,5.46617,0.920289,-2.99242,7.94966,3.23178,1.20695,2.99442,5.88662,45.217
283820,743,1311404155,9.87152,1.99613,-2.08016,37.0006,6.31841,2.15062,-1.9849,27.506,3.74356,1.88244,-2.15302,12.5821,38.7399
283820,744,1313798553,13.9277,-0.289093,0.688591,14.5141,7.42327,-0.0437172,0.305033,7.43112,4.62412,-0.270341,0.242358,4.79529,3523.2
283820,744,1312262117,6.15818,-0.934227,-1.47175,9.04741,4.5591,-0.824364,-1.25202,6.19886,3.69929,-0.799577,-2.01159,4.9473,1.61284
283820,744,1313597781,9.3554,-0.456919,-1.1721,10.3496,8.53093,-0.464684,-1.30801,9.46926,3.99805,-0.468221,-1.38003,4.44562,1.07608
283820,744,1313754340,11.322,-1.28334,-3.06541,21.9976,4.36604,-1.26924,2.99851,8.38174,3.96782,-1.25172,-3.13225,7.50464,9.76741
283820,744,1312470906,9.21669,1.87085,2.0289,30.6357,4.54614,1.97451,1.85812,16.689,3.33167,1.89761,2.08304,11.3612,0.172115
283820,744,1313974129,7.65471,0.181443,2.55674,7.78177,7.14639,-0.334097,2.39408,7.5497,4.96153,0.200585,2.80959,5.06278,405.765
283820,744,1312481656,6.45369,-1.83828,-2.84219,20.7966,5.02667,-2.0791,-2.86216,20.4143,4.71507,-1.47817,-3.00748,10.8758,278.623
283820,744,1313913355,9.97184,-0.634878,0.423651,12.0504,7.09157,-0.692127,0.254172,8.85967,4.37311,-0.930873,0.53245,6.40952,269.14
283820,744,1312530263,14.7626,-0.296534,2.51672,15.4168,14.4415,-0.256916,2.55334,14.9211,5.61918,-0.479357,2.29637,6.27813,9.55293
283820,745,1315810217,6.55796,1.56383,-1.75549,16.3508,3.57389,1.32369,-1.85089,7.1904,2.71258,1.99939,-2.13894,10.1998,53.292
283820,745,1314329060,24.3158,1.21862,-0.81385,44.7189,5.95681,1.74513,-1.32572,17.5767,5.78676,1.29988,-0.787279,11.4045,156.724
283820,745,1315573075,7.22703,-2.21728,0.167308,33.5742,5.98027,-2.28925,0.182388,29.8083,3.47591,-2.0402,0.0891092,13.595,96.9893
283820,745,1315000528,4.61467,-1.994,-2.15609,17.2615,4.14025,-1.80014,-2.08743,12.8679,3.03171,-1.9691,-1.86374,11.072,0.369262
283820,745,1314638682,5.33942,1.25797,-0.523664,10.1522,4.79969,1.10833,-0.474841,8.06275,4.56432,1.32333,-0.638287,9.17985,1.61307
283820,745,1314840127,4.74523,2.27456,-0.946512,23.3146,4.12877,1.78005,-0.639929,12.5907,3.14251,2.12684,-0.60096,13.368,1.1456
283820,810,1432125222,9.47364,2.1494,1.93292,41.1928,3.51508,2.26552,1.39486,17.1187,2.78515,2.15837,1.63721,12.2168,0.313564
283820,810,1432443115,3.69544,-1.59464,-1.28396,9.47856,3.49008,-1.34863,-1.62958,7.1759,3.11027,-1.40571,-1.41692,6.72466,12.6692
283820,811,1434720824,12.2807,1.13641,-3.11476,21.1018,4.62783,1.21464,-3.1127,8.48321,4.48111,1.02065,3.06023,7.02572,11.9747
283820,811,1434169909,7.13043,-1.60067,-2.00656,18.39,3.13472,-1.48975,-2.18096,7.30691,2.63211,-1.81388,-2.11259,8.28815,23.2919
283820,812,1435150490,9.31136,1.39115,-0.682935,19.8719,8.24176,1.56005,-0.238123,20.4776,7.75628,1.30813,-0.832819,15.395,27.6579
283820,812,1435924730,10.8727,1.66229,0.369314,29.6884,5.29027,1.73341,0.329202,15.439,3.08102,1.81273,0.171822,9.69097,5.6291
283820,812,1436302846,7.79391,-1.621,-0.861658,20.4821,4.14678,-1.42106,-0.475344,9.08819,3.3337,-1.74311,-0.471083,9.8184,29.9719
283820,812,1435406683,6.70276,1.58957,1.7923,17.1112,4.3997,1.79909,1.75381,13.6605,3.33517,1.54586,2.27009,8.18038,26.0341
283820,812,1435389544,8.41826,-0.142763,3.05131,8.50485,7.62644,-0.04689,-3.12795,7.63555,5.62758,-0.475478,2.93873,6.27668,108.303
283820,813,1437468733,4.81858,1.17956,2.11296,8.57855,4.47613,1.419,2.345,9.79199,3.84617,1.74233,2.38774,11.3193,13.5211
283820,813,1437643938,8.07695,1.87991,-2.50608,27.0803,4.83333,1.85038,-2.40765,15.7556,3.28775,2.01317,-2.63869,12.5277,5.2689
283820,813,1437441582,8.59746,-0.556146,-0.336526,9.96223,4.74475,-0.412344,-0.354178,5.15495,3.79308,-0.452414,-0.138794,4.18926,1.5449
283820,813,1438204312,11.0028,-0.774666,-1.65779,14.4731,5.9507,-0.728729,-1.69486,7.60266,4.48003,-0.853128,-1.67259,6.2126,2.83493
283820,813,1437433646,6.3609,1.43695,2.21975,14.139,4.45691,1.50831,2.43081,10.5643,2.93407,1.39087,2.27008,6.26102,18.9445
283820,813,1438669488,12.4059,-1.53832,-1.64362,30.2179,3.19964,-1.74931,-1.60222,9.47873,2.97494,-1.80619,-1.38536,9.29948,3.22597
283820,813,1438521259,15.503,1.84218,-2.11642,50.1427,4.90651,1.86772,-1.9834,16.2605,2.09556,1.75592,-2.05674,6.24727,1.87457
283820,814,1439332254,9.50837,0.934113,2.28417,13.9677,4.86976,0.868665,2.31303,6.82637,4.85909,1.17014,2.29364,8.58366,69.7351
283820,814,1440104852,19.8844,0.677089,-0.389565,24.6194,5.31016,0.83033,-0.390181,7.24909,3.88431,0.996946,-0.419904,5.98082,5.65297
283820,814,1438781004,9.71723,2.01828,-3.0439,37.2085,5.33985,2.08762,-2.98816,21.8661,4.13932,2.0125,-3.02186,15.7622,17.0228
283820,814,1439991833,11.0725,-1.33724,-0.156677,22.5387,10.6375,-1.4665,-0.737423,24.2792,5.07522,-1.54059,-0.565564,12.388,110.53
283820,814,1438935708,12.871,1.96566,-1.9218,46.8486,5.62289,1.91684,-1.86793,19.5299,5.08006,1.89949,-2.02185,17.3541,0.12794
283820,814,1439462582,4.39656,-1.03222,-2.45485,6.95509,3.79887,-0.874127,-2.22933,5.34607,3.22342,-1.61202,-2.41211,8.40156,5.2562
283820,815,1441474805,20.3957,-1.55448,1.23342,50.4175,8.19266,-1.31167,1.09672,16.3109,3.77115,-1.32566,1.23188,7.60017,44.8607
283820,815,1440945092,9.91268,-1.22007,-2.86343,18.2527,7.2581,-1.05916,-2.8551,11.7248,5.37925,-0.887001,-2.91364,7.63853,32.6051
283820,815,1440955709,7.59027,1.22221,-0.768186,14.0017,4.47667,1.43443,-0.809974,9.9287,3.58318,1.61439,-0.564092,9.35954,57.8136
283820,815,1440873539,14.658,-1.47668,0.310414,33.7632,9.02675,-1.45286,0.582039,20.3522,3.89574,-1.40821,0.408143,8.44119,6.67088
283820,754,1331901257,6.44426,-0.357137,-2.72967,6.86043,4.57233,-0.378965,-2.9807,4.90574,4.01427,-0.3568,2.97908,4.27382,104.833
283820,754,1330443387,19.5736,1.86239,0.209653,64.5383,7.94571,1.52073,0.721608,19.0466,3.08016,1.79273,0.0470968,9.50648,16.4502
283820,755,1333545728,5.17165,-1.65405,-1.9664,14.014,3.88815,-1.54902,-2.37346,9.56412,3.83931,-1.49212,-1.78858,8.96815,76.2661
283820,755,1332363769,10.1306,0.572077,-0.896345,11.8345,6.12867,0.886619,-1.13652,8.70016,4.60062,0.407691,-0.968417,4.98941,61.6936
283820,755,1332322844,6.04538,0.958362,0.545301,9.04131,5.46881,1.14826,1.04225,9.48865,3.64681,1.44995,1.02999,8.20138,1.85832
283820,755,1332213151,3.69975,1.45759,-1.10914,8.37761,3.34334,1.8624,-1.17431,11.0243,3.12991,1.68564,-1.28043,8.73501,8.89915
283820,755,1333139008,6.75427,1.34039,-2.45516,13.7868,5.93604,1.45552,-2.90734,13.4158,4.98676,1.23886,-2.79907,9.32928,224.184
283820,756,1335547227,9.47871,-1.05314,-0.867023,15.2397,4.75221,-0.425763,-0.563403,5.19055,4.34498,-0.709219,-0.374077,5.48532,751.572
283820,756,1334934048,10.657,-0.868252,3.01391,14.9331,10.1292,-0.956718,2.89836,15.1298,6.10588,-1.08389,3.02304,10.0583,13.4812
283820,756,1335065543,6.7474,0.325513,-0.813334,7.10883,5.5826,0.449199,-1.08198,6.15627,4.843,0.503843,-0.673274,5.47186,4.56167
283820,756,1335626106,11.8045,0.276941,-2.77994,12.2606,7.77345,0.345412,-2.67392,8.24248,5.15733,0.318943,-2.63806,5.4229,2.68269
283820,756,1335615344,14.5091,1.38018,3.00865,30.6664,6.86762,1.53817,2.96886,16.7259,5.83037,1.5362,2.851,14.1743,20.0401
283820,756,1334092310,6.84147,-1.8166,-0.795974,21.5971,6.64408,-1.86621,-1.04753,21.987,4.6374,-2.10132,-1.0462,19.2437,4.95693
283820,756,1335097188,16.7237,0.586766,3.14112,19.6865,4.65687,0.528771,3.11867,5.32426,3.71435,0.558575,-2.95766,4.31032,2.66117
283820,757,1337142799,6.86068,-2.04999,0.0189195,27.0881,5.07093,-1.95059,0.578992,18.1923,4.01161,-2.3079,-0.054159,20.3648,194.132
283820,757,1337091767,8.28727,1.61929,2.20912,21.7441,4.41262,1.91216,2.46021,15.258,3.5408,1.83508,2.33939,11.3757,13.9567
283820,757,1336351910,7.00053,2.02934,-1.45763,27.0939,6.31071,2.22022,-1.52203,29.4018,4.95369,2.2014,-1.73173,22.6592,23.5741
283820,757,1336143385,7.12564,0.415466,-0.97921,7.75024,5.57358,0.39265,-0.487644,6.0097,4.05594,0.542371,-0.68309,4.66847,175.259
283820,757,1335724427,6.04732,-1.3119,0.813586,12.0423,4.68234,-1.38902,0.958861,9.97447,3.65192,-1.17697,0.763888,6.48801,393.616
283820,757,1336798985,7.18353,0.547797,-0.403308,8.28925,6.24133,0.267526,-0.401899,6.46688,5.10738,0.45134,-0.410909,5.63747,5.84555
283820,758,1339078593,7.53791,0.512886,1.15624,8.55192,7.5291,0.943101,1.18385,11.1336,4.82439,0.703442,0.983666,6.06898,37.097
283820,758,1339246477,5.04608,1.49475,1.14501,11.8147,3.33345,1.41448,1.44117,7.26339,2.73338,1.89875,1.0494,9.33139,38.4447
283820,758,1339253974,7.26591,-1.61916,-0.648054,19.0621,4.19555,-1.79708,-0.774481,13.002,2.35504,-2.21256,-0.794103,10.8908,304.227
283820,758,1337632203,8.32101,-1.63797,1.56831,22.2136,3.84766,-1.47412,1.38537,8.84285,3.0204,-1.76963,1.43593,9.12083,0.992748
283820,758,1338913197,10.0635,1.29676,-0.524906,19.7792,5.94408,1.34564,-0.646803,12.1888,3.45699,1.31948,-0.793099,6.92994,32.5519
283820,758,1337867255,6.16384,0.127127,2.04741,6.21462,5.829,0.164502,2.28088,5.90899,4.33165,-0.0712735,2.40996,4.34394,237.718
283820,758,1337916741,18.1538,-0.497501,-1.92979,20.4473,9.15708,-0.474846,-2.0958,10.2095,5.94272,-0.489423,-1.91299,6.66962,11.7802
283820,758,1338899144,14.2286,0.260302,0.591524,14.7137,9.49956,0.137911,0.55032,9.59062,8.43337,0.739989,0.957506,10.8502,4828.23
283820,758,1338954371,7.86109,-1.81285,-0.0524113,24.7275,3.13411,-1.99304,-0.208534,11.7127,3.01044,-1.8729,0.10024,10.0266,100.569
283820,758,1338720093,7.99139,1.95385,-2.83756,28.7592,3.46953,1.7864,-2.70793,10.6442,2.37964,1.71787,-3.11769,6.84475,19.6134
283820,759,1340928275,15.5674,-1.40517,-3.12758,33.6378,4.21468,-1.47881,3.12436,9.72724,3.92071,-1.66785,2.74378,10.7617,47.0242
283820,759,1340081977,9.1598,-1.68545,1.3352,25.5573,4.54545,-2.10268,1.73909,18.8872,3.79341,-1.89507,1.26904,12.9043,172.899
283820,759,1340734797,14.1712,1.18196,2.6962,25.2775,6.91024,1.37791,2.54752,14.5765,3.58854,1.36768,2.91916,7.50249,3.78392
283820,759,1340383414,25.3122,1.0668,2.92953,41.1346,13.1841,1.28039,-2.81675,25.5507,5.31477,1.36416,-2.68109,11.0765,88.6002
283820,759,1340674864,13.5312,-0.589869,2.94668,15.9546,8.41724,-0.573309,2.79538,9.83942,4.77168,-0.694769,2.94849,5.97135,162.995
283820,759,1340447937,22.8716,2.25192,-2.55371,109.911,5.71382,2.13765,-2.58193,24.5623,4.2295,2.36802,-2.7327,22.7758,647.205
283820,759,1339452837,14.3877,1.07159,-2.36979,23.4701,7.24676,1.16244,-2.29958,12.7202,3.79474,1.30404,-2.18093,7.50594,6.57511
283820,796,1406892571,7.33536,-1.92511,-2.65482,25.6803,4.17381,-2.17662,-2.79712,18.6361,2.09183,-2.29627,-2.64115,10.4991,10.2025
283820,796,1406428435,8.94048,-1.39829,2.15456,19.2013,4.12178,-1.15259,2.14053,7.17724,2.42546,-1.36899,2.09982,5.07729,1.9325
283820,796,1407154735,3.2175,-2.06038,-0.231212,12.8324,3.1265,-1.87016,-0.623256,10.3859,2.90264,-2.12509,-0.875413,12.3267,4.56968
283820,796,1407291208,7.78266,-2.19327,-1.68189,35.3179,4.74096,-2.06425,-1.96318,18.979,4.46647,-2.12757,-1.72812,19.0132,6.22517
283820,796,1407766785,6.12233,2.02519,2.74699,23.6004,5.53518,1.87088,2.59429,18.3992,2.28611,1.93521,2.36594,8.08195,1.93517
283820,797,1408644165,4.81388,-0.581877,2.23032,5.65307,4.64954,-0.663638,1.91655,5.71252,4.20124,-0.517471,1.94326,4.77757,30.7286
283820,797,1409309782,12.294,0.171027,-1.39056,12.4747,10.5228,0.0986167,-1.31382,10.5745,5.98361,0.121502,-1.39197,6.02876,5.26351
283820,797,1408316716,6.33379,1.99992,-0.107766,23.8273,5.12229,2.1365,-0.216872,21.9949,3.85914,1.94658,0.145154,13.7919,2.55715
283820,797,1408036692,6.66734,1.7166,-0.99444,19.153,3.18144,2.03292,-0.730257,12.356,3.08535,1.62212,-0.840619,8.11717,131.113
283820,797,1409514734,5.73806,1.1453,0.897665,9.93173,4.34645,1.49473,0.981521,10.1766,3.84302,1.76204,1.03898,11.5218,4.34322
283820,798,1410374609,4.94504,1.4801,-0.511125,11.426,4.41411,1.69003,-0.668929,12.3691,3.51912,1.73446,-1.15693,10.2805,23.6244
283820,798,1409779413,9.06114,2.04987,0.790007,35.7718,6.32064,2.05888,0.814359,25.1715,4.80809,2.24435,0.811428,22.9356,253.054
283820,798,1409794713,15.7732,-0.0715535,2.51442,15.8139,9.30727,-0.0225795,2.625,9.31024,9.18243,0.045045,2.59115,9.19235,30.3684
283820,798,1410475008,5.49797,1.42581,-1.6432,12.1002,4.5558,1.2637,-1.75942,8.70472,2.82139,1.57025,-1.62558,7.07658,3.85052
283820,798,1411464865,6.39009,-1.79853,3.06495,19.8297,4.42613,-1.2775,3.00343,8.55724,3.65122,-1.9873,2.9916,13.5699,33.7934
283820,798,1409692551,6.69106,-1.36768,-2.79147,13.9878,5.8217,-1.2242,-2.67266,10.7574,4.89551,-1.43047,-2.49396,10.8193,4.14398
283820,798,1410802712,4.7224,-1.51903,2.69102,11.3028,3.6731,-2.004,2.93429,13.8728,3.3677,-2.05309,-3.06354,13.337,1.03744
283820,798,1410086442,5.42253,-1.77782,-0.0834719,16.5009,3.44288,-1.58641,-0.207412,8.76419,3.17485,-1.84005,0.197896,10.2484,5.41975
283820,798,1410367930,5.75479,-1.23976,0.143772,10.7741,4.30099,-1.37158,0.0819285,9.02255,4.01828,-1.31984,0.179321,8.05737,31.4779
283820,798,1410516980,26.9275,1.39822,0.399479,57.827,8.20501,1.37665,0.488408,17.2885,2.5641,1.7838,0.0347138,7.84738,737.8
283820,798,1410805539,6.50798,-2.01069,3.02194,24.7382,4.67402,-2.02716,2.80685,18.0518,4.59963,-2.11312,-3.10193,19.307,0.835089
283820,799,1412894136,5.43192,2.24194,-2.91852,25.8502,3.9153,2.09094,-2.96851,16.0846,3.63439,2.07541,-2.71847,14.7076,2.63032
283820,799,1413162683,15.948,1.58357,-1.62216,40.4883,7.29001,1.68209,-1.63232,20.2767,3.9808,1.48629,-1.59505,9.24971,14.8905
283820,799,1411949371,14.1257,0.436932,-0.996054,15.496,6.52133,0.404034,-1.15138,7.06168,4.1456,0.555165,-1.03362,4.8022,7.56801
283820,799,1412019371,4.82435,2.00777,2.52291,18.287,4.09327,1.76175,2.59222,12.2687,3.96707,1.50448,2.34059,9.37068,19.3551
283820,799,1412438993,5.73603,-1.46295,1.41149,13.0506,4.34233,-1.66709,1.44677,11.9105,2.61118,-2.10861,1.34025,10.9129,65.1427
283820,799,1412753338,5.32707,1.5453,2.27449,13.0587,4.85474,1.35903,2.21759,10.0725,4.63124,1.54941,2.50767,11.3958,20.7152
283820,799,1412532435,8.50207,-0.133718,0.083145,8.57885,6.43575,0.0337544,0.139301,6.44028,5.65014,-0.123241,0.406832,5.69409,429.432
283820,799,1411540876,6.55786,-1.93327,0.129017,23.1388,3.49536,-2.31758,0.440205,17.9133,3.28445,-2.05816,0.382628,13.0712,7.06459
283820,799,1413050333,9.87629,-1.40332,-1.71668,21.3058,6.03211,-1.3305,-1.56188,12.2073,3.48961,-1.3248,-1.66617,7.02762,12.1469
283820,799,1412848434,4.70287,1.78449,0.648479,14.4016,4.09793,1.8281,0.836483,13.0785,3.40356,1.5235,0.99994,8.17982,1.89127
283820,799,1412635659,7.71144,-2.13319,-0.480369,33.006,6.53291,-1.5926,-0.28187,16.7243,4.66127,-2.13052,-0.688236,19.8993,199.333
283820,799,1412384308,11.6136,-1.14444,-2.40023,20.0865,9.20963,-1.0408,-2.31454,14.6651,4.66874,-1.13146,-2.5685,7.99062,3.21467
283820,800,1414226017,6.90622,0.53376,-1.60116,7.9143,4.61905,0.514393,-1.47791,5.24481,3.80573,0.572818,-1.49437,4.44862,22.6336
283820,800,1414176514,18.1464,-1.40246,-2.66181,39.1163,18.0115,-1.35128,-2.69344,37.1153,3.66982,-1.30749,-2.72105,7.28057,6.57806
283820,800,1413378187,7.87642,-1.57778,0.917116,19.8907,4.57788,-1.65666,0.743418,12.4352,3.79549,-1.69552,0.748655,10.6905,2.93525
283820,800,1414781707,11.8259,-0.0932793,0.719577,11.8779,7.03441,-0.230049,0.80416,7.22214,6.15521,-0.167235,1.00156,6.24238,146.656
283820,800,1414616438,6.05538,-1.54479,-2.62882,14.8372,5.02759,-1.72463,-2.6401,14.5519,2.13932,-1.63118,-2.76718,5.67616,5.61172
283820,800,1413592603,11.1475,-1.87772,2.75715,37.2972,5.18088,-1.8683,2.59251,17.1793,3.20969,-1.59873,2.98699,8.26389,271.253
283820,800,1414831107,6.70603,0.822666,-1.73105,9.1068,6.03182,0.740147,-1.95533,7.76153,4.20881,0.841411,-1.4221,5.78963,25.6326
283820,800,1414182113,13.6092,1.56092,1.71839,33.8405,10.6242,1.22133,1.67494,19.5836,4.36877,1.60039,1.90451,11.2649,513.197
283820,800,1414591815,8.217,1.45682,1.07508,18.5924,8.16637,1.51759,1.4512,19.5199,4.52112,1.65226,1.13767,12.231,3.55114
283820,800,1414358407,11.9699,-1.55414,-1.35296,29.58,3.46712,-1.50708,-1.51856,8.20926,2.93228,-2.13242,-1.73484,12.5415,6.20782
283820,800,1414299416,8.9439,-1.71136,-0.400866,25.5667,3.59372,-1.57453,-0.552609,9.04886,3.33268,-1.30073,-0.5963,6.5734,0.108967
283820,801,1415598362,6.59468,-0.814335,-1.80526,8.90545,5.01602,-0.828336,-1.79531,6.83835,4.88649,-0.847218,-2.02602,6.74846,5.71413
283820,801,1416697404,4.82589,-1.76481,-1.87935,14.5063,4.65338,-2.02745,-1.94877,17.9771,4.5526,-1.48977,-2.33925,10.6115,3.55111
283820,801,1416299743,8.05344,2.30108,-0.637833,40.6102,7.57907,2.144,-0.788748,32.7823,2.96557,2.23236,-0.563734,13.9818,1.14704
283820,801,1416256154,5.0307,-0.728377,0.800618,6.4261,5.01584,-0.468648,0.801325,5.57781,4.2784,-0.72053,0.742566,5.43891,95.8457
283820,761,1343258864,9.7401,1.39577,0.179534,20.872,6.38854,1.41402,0.074601,13.9135,3.52602,1.42646,-0.0535277,7.76518,7.21249
283820,761,1343769073,5.13972,-1.21045,-2.5971,9.38842,3.14945,-1.92219,-2.29385,10.9955,2.13254,-1.52495,-2.47617,5.13255,545.661
283820,761,1343445614,23.5565,2.10925,2.69651,98.5057,10.1293,1.31354,2.70452,20.1989,7.25484,1.39425,2.5545,15.5256,348.989
283820,761,1343254521,4.15785,1.92337,-0.0375192,14.5323,3.38833,1.85283,-0.0426689,11.0713,3.23823,1.53903,0.115564,7.89338,6.68365
283820,762,1345442417,6.65458,1.38226,2.19815,14.0911,5.58227,1.37831,2.26655,11.7796,4.17139,1.43519,2.39182,9.25798,36.9001
283820,762,1346184857,8.49685,-1.54565,3.00645,20.8354,3.42231,-1.65417,2.81446,9.27501,3.14126,-1.77895,2.85179,9.56954,5.22724
283820,762,1344833341,10.6806,0.997811,0.635619,16.4539,9.93001,1.09332,0.281734,16.4805,7.21914,1.02839,0.76927,11.3855,4292.16
283820,762,1345487309,7.19383,0.848219,1.51486,9.94121,7.19325,1.29344,1.48477,14.0979,6.28691,0.843786,1.31418,8.66159,456.726
283820,762,1346321663,9.47674,1.12761,1.11572,16.168,8.66086,0.866276,0.628153,12.1194,4.73979,0.62374,0.613357,5.69307,104.888
283820,763,1347973495,16.2868,-1.72003,0.374182,46.9366,4.112,-1.80867,0.400101,12.8838,4.04786,-1.78414,0.226777,12.3918,19.5698
283820,763,1347322748,11.334,0.904602,-1.51002,16.2967,5.84626,1.23622,-1.59485,10.9128,4.90802,0.793771,-1.58403,6.538,3.36116
283820,763,1347294890,9.69687,-1.69877,-1.93157,27.3945,4.81591,-1.87242,-1.8956,16.0319,2.42864,-2.38681,-2.12524,13.3223,32.3365
283820,763,1347974220,5.40937,-1.5978,2.23218,13.9147,5.1798,-1.90273,2.48783,17.7498,3.54312,-1.86331,2.84369,11.6931,478.721
283820,763,1346982938,14.3868,-2.05526,3.10765,57.0937,8.03128,-1.95975,-2.55268,29.0673,3.80817,-1.8879,3.06672,12.8661,729.653
283820,764,1349933495,6.36164,-1.37531,-2.77055,13.3886,5.96157,-1.70319,-2.65399,16.912,4.14758,-1.49719,-2.69776,9.73256,10.4592
283820,764,1348913707,10.0187,-1.02801,1.14208,15.7958,7.82427,-0.943075,1.22659,11.5698,3.42013,-0.785849,0.836662,4.53291,85.9116
283820,764,1348430938,6.70984,-1.02502,-1.65845,10.5549,4.40963,-1.0709,-1.90391,7.19,4.04497,-1.01748,-1.82059,6.32668,5.98427
283820,764,1349650605,12.7532,-1.18517,1.39127,22.8089,8.87669,-1.3495,1.24591,18.2635,4.93747,-1.1812,1.24279,8.80213,23.0634
283820,764,1350074418,5.2343,0.754001,0.366836,6.79486,4.85999,0.732218,0.41416,6.22298,4.55115,0.702256,0.720553,5.72125,3.52543
283820,765,1350801973,10.5855,1.5336,-2.17604,25.673,5.08013,1.67488,-1.50031,14.0355,4.12848,1.35378,-2.13916,8.52655,87.2407
283820,765,1351281408,11.4152,1.06032,0.175025,18.4566,8.51115,1.03225,0.231833,13.4633,6.79207,1.0906,0.0814032,11.2484,37.361
283820,765,1351187343,5.97078,1.1401,-1.7949,10.2908,5.16973,1.22475,-1.57433,9.55717,3.62266,1.00382,-1.07936,5.60736,170.467
283820,765,1351726611,9.98424,0.823219,2.22186,13.5632,9.08346,1.13858,2.00626,15.6357,3.30656,1.32045,2.04026,6.63398,1.06873
283820,766,1352662792,4.97695,2.24157,-1.60648,23.6765,3.97781,2.10462,-1.50388,16.5597,3.01008,1.46001,-1.63686,6.83102,0.743936
283820,766,1352408463,18.3811,0.916247,-1.77185,26.652,10.8472,1.04328,-1.79157,17.306,6.93227,0.874342,-1.88021,9.75578,461.874
283820,766,1352666652,9.54805,1.18184,1.04186,17.0297,4.85926,1.09729,0.925179,8.0909,3.6712,1.03292,0.833071,5.81105,13.2676
283820,766,1352090203,8.06243,-1.55349,-0.684376,19.9123,3.75927,-1.60938,-0.80779,9.77417,3.16964,-1.59576,-0.541909,8.13848,61.5985
283820,766,1352427373,5.14817,-1.75092,-2.92783,15.2738,3.18888,-1.79151,3.09338,9.83066,2.10263,-1.98509,2.89087,7.79837,2.31227
283820,1042,1839394687,7.01925,1.152,0.905553,12.2158,4.82936,1.89766,1.16758,16.4689,4.7374,1.36806,0.917457,9.9072,12.7226
283820,1042,1839850668,4.57842,-1.99278,-1.72063,17.1058,3.0229,-1.95005,-1.4183,10.8396,2.19528,-1.81596,-1.77766,6.9265,20.0847
